ID,sentiment,content
31220,joy,"#PeaceIsPossible when both party accept one another and rejoice together after #OndoGuber,Nov26. @JciOndokingdom @cuttie_dove @Lekibeat"
31221,joy,brennan cook and breezy should get back togetherðŸ˜ðŸ˜ðŸ˜
31222,joy,"On my way rejoicing, to the pulpit @ Park City Baptist Church, Surrey BC. for Midweek Service."
31223,joy,"Good Master Vernon, welcome, nephews, from Bellario :\nThere is my lord, that thou interrupt'st our merriment."
31224,joy,"Luke 1:14\nHe will be a joy and delight to you, and many will rejoice because of his birth"
31225,joy,"â€œThe Lord thy God in the midst of thee is mighty; he will save, he will rejoice over thee with joy...â€\nZephaniah 3:17"
31226,joy,Loving @Speechless_ABC so far. Just hilarious and @driverminnie is wonderful. #hilarious #Bravo ðŸ‘ðŸ»ðŸ‘ðŸ»
31227,joy,"@seangrandillo I beg you, never stop smiling. You deserve to be happy and to know all the beautiful things that life can offers."
31228,joy,@LBC_Charlotte just watched you on the great wall #hilarious ðŸ˜†
31229,joy,"When ya'll talkin about you know who I don't know who ya'll talkin bout, I'm on the new shit....chuckin up ma deuces......ðŸ”¥ðŸ”¥ #kanye #breezy"
31230,joy,"When ya'll talkin about you know who I don't know who ya'll talkin bout, I'm on the new shit....chuckin up ma deuces......ðŸ”¥ðŸ”¥ #kanye "
31231,joy,Great to meet @BrightonChoir @MJParanzino tonight. What a lively and enthusiastic bunch! Look forward to working with you again!
31232,joy,"The best part of this day, Jesus, is to snuggle up in your embrace...to rest in your arms and know you love me...ðŸ’™â¤ #sweetEmbrace "
31233,joy,"The best part of this day, Jesus, is to snuggle up in your embrace...to rest in your arms and know you love me...ðŸ’™â¤ #sweetEmbrace #delight"
31234,joy,@mrfisher81 Just my attempt at levity ðŸ˜‰
31235,joy,Forgot to thank @_JusDee_ and @djolder for sharing @therealpeela's day-making #happy video.
31236,joy,"Lucina, that's fantastic! When you feel cheery, we ALL feel cheery!"
31237,joy,May the optimism of tomorrow be your foundation for today.
31238,joy,Well that was exhilarating. I didn't know you could have goosebumps for 2 hrs 5m straight.
31239,joy,@_BlueCouture The hilarity of you people not realising that racism is racism regardless of whether one uses choice words is hilarious.
31240,joy,@1barkcom Thank you for the #follow. Looking forward to your tweets as they look entertaining! #smile #socialmedia
31241,joy,@1barkcom Thank you for the #follow. Looking forward to your tweets as they look entertaining!  #socialmedia
31242,joy,@jay_roseee but that new breezy &amp; tiller ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥
31243,joy,"The feeling of taking someone's life is either scarring or exhilarating, but for people need to realize that we're going to die at some--"
31244,joy,Miss my lil caramel delight ðŸ’“
31245,joy,some say my lover is a pale green light\nhe hovers high where the moon shines bright
31246,joy,@AlohaJonathan @AtlantaFX all I've seen is that clip of the jail scene with the sexuality part which was hilarious
31247,joy,@GreggDoyelStar I'm sure you'll have a heyday if they do
31248,joy,There's a certain hilarity in people angry at protests against the national anthem or the flag when these acts are covered by 1st Amendment.
31249,joy,that's my breezy breezy breezy that's my breezy that's my buzzinnnnnn.
31250,joy,How did Ryan Murphy create both #AHS and #glee \nSo different
31251,joy,"But the lady at the store said I had nice eyelashes so that's good, right? #optimism? @verizon"
31252,joy,I love looking at my old statuses on Facebook. The one I have from four years ago on this day was about #glee. I had so many opinions...
31253,joy,"Hi Luke hemmings\n\nðŸ’ðŸŒ¸ðŸ’\n\nIf I had a flower for every time you made me smile, I'd have a garden. Please follow me? \n\nðŸ’ðŸŒ¸ðŸ’\nI love you. x16,092"
31254,joy,@Elliot_Eastwick just play rappers delight and have a 15 minute kip
31255,joy,@OccasionalGod isn't that the reason horror is popular? the exhilaration that comes from discomfort is enjoyable -- watch The Green Room :D
31256,joy,The true way to render ourselves #happy is to love our work and find in it our pleasure. Francoise de Motteville
31257,joy,@RyuRedwings2 and I have discovered you can now send animated gifs over the updated iMessage
31258,joy,Evening all. Don't forget it's #RobinHoodHour TONIGHT ðŸ¹\n\n#bizitalk #bizhour #southyorkshire #MansfieldHour #chirp #sheffieldHour #NottsHour
31259,joy,When my friends send me ballons and fireworks through text...#amazing #smiling
31260,joy,When my friends send me ballons and fireworks through text... #amazing 
31261,joy,Every Wednesday I like to visit the inmates at Arkham. Deliver a fruit basket. And a cheery bouquet of enhanced interrogation.
31262,joy,@7we4k LordDerply for it. It's like yugioh for animated shows!
31263,joy,"Ok, it seems there is still hope in BSNL ðŸ™‚\nNow, BB speed is ok ðŸ™‚\nBut I won't thank and elate much lest it be gone again like before ðŸ˜ðŸ™‚"
31264,joy,"And the weathers so breezy, man why can't life always be this easy?"
31265,joy,After this news I'm supposed to be so damn happy and rejoicing but I'm here like ðŸ˜©ðŸ˜”ðŸ˜­ðŸ˜ž
31266,joy,@sophieRblake @SkySpeedway @Kelvin_Tatum @chrislouisIWSC no wonder Kelvin and Chris are smiling! ðŸ˜
31267,joy,"- blood and mucus and he chokes and has to swallow, mirth cut too short. 'Wrong answer.' It takes some awkward movements - @PersuasiveFuck"
31268,joy,gifs on iOS10 messaging app are hilarious.
31269,joy,"Do not #educate your child to be #rich, educate them to be #happy. So when they grow up, they'll know the #value of things, not the price."
31270,joy,@strictlysimilak something about English sparkling wine would be good. Or farmhouse cider. Or Italian cocktails. Thanks.
31271,joy,"@JohnGDryden Gud morning sir,,keep smiling!"
31272,joy,@MaureenKamash that's a good question. I really don't know. I am slowly losing my optimism
31273,joy,"Traditionalists say it should be bored by or bored with, but not bored of, a 'rule' cheerfully ignored"
31274,joy,@lilymacintyre_ she was my favourite such a joyful soul
31275,joy,#FF @ManihaAamir @adrence Keep on #smiling â€¦Â !
31276,joy,I WANNA GET UP AND DANCE!!!! (but everyone is in bed) this sucks! Everyone wake up!! ðŸ˜¯ #hyper #happy #letsdance #dirtydancinginthemoonlightðŸ‘Œ
31277,joy,I WANNA GET UP AND DANCE!!!! (but everyone is in bed) this sucks! Everyone wake up!! ðŸ˜¯ #hyper  #letsdance #dirtydancinginthemoonlightðŸ‘Œ
31278,joy,PM nawaz sharif adressed in uno produced mirth among kashmires well done pak wel done nawaz .we want demilterization
31279,joy,But I got to see her last when she was lively and talkative and I was able to tell her I loved her so that's what matters.
31280,joy,Go one extra mile just see her smiling
31281,joy,"@NFLonFOX @TheDoctorCarson @FOXSports Easy, breezy, beautiful..."
31282,joy,what does everyone have against sparkling water?!? such a bomb drink when you mix it with stuff
31283,joy,@nerdist How cool would it be if @StephenByrne86 animated the scene
31284,joy,@NHLstoreNYC  cheering for @TeamNA_WCH and @HC_Men
31285,joy,"@steenfox I'm feeling the exact same way. Also I read this in Akon's voice, it provided me with a hearty chuckle"
31286,joy,"Haven't yet read why Dutch drivers are so happy, but here's my theory: because they could quit driving and still have great transpo options."
31287,joy,The #chiropractor makes me so #happy.
31288,joy,The #chiropractor makes me so .
31289,joy,Swear I got the most playful ass bf ever ðŸ˜‚ðŸ™„
31290,joy,"WHY TF DO BROKE BOYS KEEP TRYNA FIND GF's? GET UR FUCKIN $$$ RIGHT B4 I SMACK YO BITCHASS, she deserves 2be happy &amp; u don't deserve that ass"
31291,joy,@1xfly you sir are hilarious
31292,joy,"@OtherkinOK @ParadisoAdam Very nice show guys! Now I have supported you, I expect you cheering at my @dublinmarathon on Oct 30th ðŸ˜‰ðŸ˜ŽðŸ‘"
31293,joy,To give cheerfully.
31294,joy,I really hate Mel and Sue. They think they're hilarious and they're just awful
31295,joy,Just died from laughter after seeing thatðŸ˜‚ðŸ˜­ðŸ˜‚ðŸ˜­
31296,joy,@StephaliciousD afternoon delight
31297,joy,And 9/10 the character is a woman. Because if a man is fat he's jovial. If a woman is fat she's useless and maybe evil amirite?
31298,joy,"I've watched @ScreamQueens' 2nd Season's 1st episode twice already. And here I am, still joyful, planning on watching it again."
31299,joy,It is not joy that makes us #grateful . It is #gratitude that makes us #joyful .\n - David Rast
31300,joy,Obfuscated magazines in passage to unite with in order to thine mirth conjunction treat quotient sufficiently: lEAqIWY
31301,joy,@Coffeeking12 @jsavite I was injecting a little levity! The person who tweeted the coke/rape tweet is obviously an idiot
31302,joy,IDC predicts that by 2020 the term cloud will no longer be used...'\n\nIT Managers and Administrators everywhere will rejoice.
31303,joy,Too fucking playful
31304,joy,@Lil_PowWow @jweiler0528 More fat = more buoyant. Day 1 water stuff
31305,joy,"pummeling cheerfully, jauntily, utterly one-sidedly makes us harder, better, faster, stronger"
31306,joy,@Cherie_Fitz it's being extremely playful
31307,joy,@Tweetermeyer The animated version was better
31308,joy,Job interview tomorrow ðŸ˜Ž #bright side
31309,joy,"Well stock finished &amp; listed, living room moved around, new editing done &amp; fitted in a visit to the in-laws. #productivityatitsfinest #happy"
31310,joy,"Well stock finished &amp; listed, living room moved around, new editing done &amp; fitted in a visit to the in-laws. #productivityatitsfinest "
31311,joy,@alooftroye so what you mean to tell me is that.... glee is...... getting less........... gleeful?
31312,joy,@davidplotz @Commentary She writes with sort of the same playful cynicism that you do! :)
31313,joy,"Our branch will be closed this Sunday, 9/25, in honor of the IRONMAN 70.3 happening in Downtown! Come cheer on race participants!"
31314,joy,@MillieetylerX I thought everyday was a glee day??
31315,joy,"As I remember and reflect on Reginald Denny on a night much like this (like #Charlotte) I think to myself, the gun lobby must be rejoicing."
31316,joy,"@_aiseela\nHe will rejoice over you with gladness, \nHe will renew you with His love, \nHe will rejoice over you with singing."
31317,joy,"Zeph 3:17 'The Lord...is in your midst, a mighty one who will save; He will rejoice over you with gladness; He will quiet you by his love'"
31318,joy,"Yesterday is history, tomorrow is amystery, and today is a gift; that's why they call it the present #livelife #humbleness  #live"
31319,joy,"Yesterday is history, tomorrow is amystery, and today is a gift; that's why they call it the present #livelife #humbleness #smile #live"
31320,joy,@iTriborg â€” make him feel vigorous. 'Fine. You can kill me now.' Said Hestia with a display of only despair rather than her joyful â€”
31321,joy,These girls who are playful and childlike seem to have such lovely relationships. Can't imagine them having serious convos but it's cute  ðŸ˜ðŸ˜
31322,joy,Keep #smiling because life is a beautiful thing and there's so much to #smile about. #MarilynMonroe #KeepSmiling
31323,joy,As the birds chirp and the cows moo we need to listen to the sound of nature to ensure that all is well.
31324,joy,Pain in both your hips during squats is a sign of youthfulness and being spry right? ðŸ¤ðŸ¤ðŸ¤ðŸ¤
31325,joy,Leon's cheerfulness is always a big help.
31326,joy,did you know that the sparkling letters in Super Mario Galaxy spell out U R MR GAY
31327,joy,"Headed to Montalvo w/@jaxster3â€”bring on the #mirth, bitches!\nd(-_-)b\n@Nick_Offerman\n@MeganOMullally\n#SummerOf69Tour2016"
31328,joy,"@mcharlesworth7 Forget the hair, that salon looks so light &amp; cheery! Would go there for a coffee &amp; read a book!"
31329,joy,its been ages since ive had shawarma my stomach is #rejoicing
31330,joy,its been ages since ive had shawarma my stomach is 
31331,joy,It's so breezy I love it ðŸŒ¬ï¸ðŸƒðŸ’›
31332,joy,"Lord Jesus, I donâ€™t want to be in prison. I want to be free. Entice my heart with the beauty of Your truth &amp; allow me to rejoice in it. Amen"
31333,joy,@viquintis OH yeah; I never showed you that part of the session did I? I'll plop them into Discord. Pure hilarity.
31334,joy,@lizbon @anomalily @gerikkransky Sorry for the levity if at all inappropriate but this combined with my love of Charlotte reminds me rn...
31335,joy,A hearty thank you to you all for joining in tonight. Some delicious British dishes on your menus. #BeerClub
31336,joy,@Y2JaKe85 yessir. Also cheering for Sweden bc of Lundqvist
31337,joy,Tiller and breezy should do a collab album. Rapping and singing prolly be fire
31338,joy,@FieldYates @MatthewBerryTMR @Stephania_ESPN @MikeClayNFL @FrankCaliendo goddamn...the 'celebrity' draft at the end was classic. #hilarious
31339,joy,@FieldYates @MatthewBerryTMR @Stephania_ESPN @MikeClayNFL @FrankCaliendo goddamn...the 'celebrity' draft at the end was classic. 
31340,joy,@jtkola @danmericaCNN she's still younger and more spry than trump
31341,joy,Lets get this Astros/A's game going already!  We're going to need all 5 of you in attendance to cheer the A's to victory!
31342,joy,My morning started off amazing!! Hopefully the whole day is going as i want it to go!\n#GreatDay #optimism
31343,joy,Let go of the need to need. And find your own joyous path through the richness that extends in every direction.
31344,joy,"May a man live well-, and long-enough, to leave many joyful widows behind him."
31345,joy,@reinervshunter you got thisðŸ’™ #staystrong #smile #yourebeautiful
31346,joy,@reinervshunter you got thisðŸ’™ #staystrong  #yourebeautiful
31347,joy,I miss my naivety and blind optimism
31348,joy,@SteveStratford9 @PaulTowheyJr @ClassicDrWho @BBC @bbcdoctorwho all those will get animated IMO. Companion changes/Monsters/Classics.
31349,joy,"CommunitySleepCoach: Look at these #narcoleptic #puppies. Make you #smile. If you are human &amp; find yourself in such odd positions, seek #thâ€¦"
31350,joy,Fun pizza night last night with the @PERFORMERS_COLL crew. What a gorgeous bunch of newbies â¤ï¸ #lively #exciting ðŸ’ªðŸ¼
31351,joy,Solange is more aesthetically pleasing than your fave.
31352,joy,"@Irenelove83 heres what we can do, Get Brock and Sable to tag team mr and mrs AWOL and watch with glee"
31353,joy,Give rise to eternal home aico things immolation: succeed in mother country exhilaration: AKt
31354,joy,"Always be full of joy in the Lord, I say it again- rejoice. Philippians 4:4"
31355,joy,@TeamGrout glee
31356,joy,Congress attended by midterm liveliness differently constraints: qmiv
31357,joy,Batman the animated series is a gift from the 90s animation gods
31358,joy,"@IcyEmmaX &lt; took another sip. â€œWeâ€™ve had some earth shattering, soul exhilarating sex. You think black souls can have that kind of &gt;"
31359,joy,"...X, X... Do... you... hear... me? Darn... Your... optimism led... ...to your own... demise... ... You... should... li...live #ZeroBOT"
31360,joy,A warm #smile is the universal language of kindness William Arthur Ward #love #kindness
31361,joy,Some People hate nothing more than a happy confident person. Never mind #happy #confident
31362,joy,Some People hate nothing more than a happy confident person. Never mind  #confident
31363,joy,"Today I answered a call from a college rep who didn't realize I did, and I got to hear part of his lively debate about if evolution is real."
31364,joy,@wenniss are you cheering for team Sweden today or team North American?
31365,joy,"@OkashoHime + returned her joyous focus to the pastel-haired girl. 'Wawa's okay, tooooo~!' She squealed before raising her eyebrows at the +"
31366,joy,@headfirst_dom I often imagine hoe our moon would feel meeting the jovial moons which are all special
31367,joy,@sardesairajdeep @narendramodi. U seem 2 b more happy abt the dvlpt Nything dat fails for Modi make u elated even @the cost of de country?
31368,joy,jstor's lingua obscura articles are always such a delight
31369,joy,Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble #cheer #gradschool
31370,joy,Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble  #gradschool
31371,joy,"@Johncrookshanks 'Elizabeth Smith!' She said with a cheery smile 'Pleasure to meet you, sir! Where have you travelled from?'"
31372,joy,"#Taurus females are beautiful, sparkling jewels glowing in the moonlight."
31373,joy,"@JimRichMoriarty + I am in your life! *He yells* Surprise, surpriiise! *He chirps cheerfully, with a wicked grin on his lips*"
31374,joy,"Coworker: 'That happened to a friend of mine once, but with guns instead of babies.' #workplace #hilarity"
31375,joy,"Coworker: 'That happened to a friend of mine once, but with guns instead of babies.' #workplace "
31376,joy,I love this hearty negro laugh jade and @XavierDLeau let out re:lochte ðŸ˜‚ðŸ˜‚
31377,joy,@howcaniapply @radioscarboro Much to my delight!
31378,joy,@LethbridgeCity I love how playful you guys are becoming -- both on- and offline! ðŸš— ðŸš• ðŸš™ #beepbeep
31379,joy,Love your new show @driverminnie 
31380,joy,ðŸ”¥ðŸ’ðŸ¼- its lit having a class with you!!! Your such a great person and good at cheer!!
31381,joy,@Ginger_Naylor *Connie came back in* Hey you seem a bit more lively
31382,joy,I fear that if United bottle this my heart would actually collapse from laughter.
31383,joy,@BrianaBanksxoxo I send ya a few #playful nibbles ðŸ˜‰
31384,joy,"@ToyStoriesInt They look FAB, they were made for the big screen!Can't wait to see this evolve &amp; the bright future of these little toy people"
31385,joy,Lunatic Asylum: The place where optimism most flourishes.
31386,joy,Good morning! Welcome the new day into your life and your heart #mindfulness #smile #zen
31387,joy,Good morning! Welcome the new day into your life and your heart #mindfulness  #zen
31388,joy,The LORD your God is in your midstâ€”a warrior bringing victory. He will create calm with his love; he will rejoice over you with singing.
31389,joy,@_wednesdaychild I need to cheer up
31390,joy,"@PAKallman If you get it going with him, tag me the link please. I have a lot of friends who love following his unintentional hilarity."
31391,joy,@MisterSalesman @ThinkPostsDaily #smiling doesnt necessary means your happy.sometimes it just means you're strong!
31392,joy,@WildRoverTours Thank you for follow and its a good website you have and cheering with no hassle.
31393,joy,"why is @Iongroadhome so aesthetically pleasing every single day they're even pretty when they just woke up, when they're tired, just. always"
31394,joy,"@eleanor_binks at least Blake lively and Ryan Reynolds are still together, God bless what a beaut couple"
31395,joy,"@MacEngelProf as a fact for levity, movie theaters on Post actually did play the N.A when I served; was the best part of movies like TheHulk"
31396,joy,Melissa Benoist and Grant Gustin HAVE to do a musical crossover episode! #glee origins #arrowverse
31397,joy,@readanerd cheer up chuckðŸ˜˜
31398,joy,in love with @BarberCeleste  insta!!!... #hilarious
31399,joy,in love with @BarberCeleste  insta!!!... 
31400,joy,A presentations propensity for hilarity plays a large part in determining it's funny/offensive ratio and how well such thoughts will go over
31401,joy,Pochettino buoyant. Complimentary about his young players. But says 'now our attention turns to Middlesbrough'. #THFC @BBCLondonSport
31402,joy,Incredible that Nawaz Sharif said Pakistan is victim of terrorism &amp; talked abt development in Pak. Incredible how he controlled his laughter
31403,joy,"it's not the most comforting &amp; jubilant place to be, but I do find joy in doing what's best for me and being passionate abt company I keep."
31404,joy,"@BreezyWeekes hey breezy, you wanna give me some of that coffee you posted on your snap?? please"
31405,joy,crying because @msleamichele's snapchat is bringing on some serious #glee feels ðŸ˜­â¤
31406,joy,Your future is bright. #Remember
31407,joy,No doubt.... #smiling ...the best #medicine ðŸ˜ŠðŸ˜ŠðŸ˜Š
31408,joy,Always hurting somewhere..... ALWAYS tired ....when are you lively ??
31409,joy,Some vile piece of scum rejoicing in the fact that you have dead children is inhuman and to say it to me is worse still. I hope karma knocks
31410,joy,Your attitude toward your struggles is equally as important as your actions to work through them. #optimism
31411,joy,Your attitude toward your struggles is equally as important as your actions to work through them. 
31412,joy,Moment of levity n Charlotte dude on rollerblades goes skating through protesters. Better if he was wearing short shorts &amp; blowing a whistle
31413,joy,"Most of PROFITABLE FX MONEY MANAGER clients don't mind with high profit share we take, since they are very #happy with the returns they make"
31414,joy,"@VBadawey Every day, we need to choose hope over fear, and diversity over division - Justin missed optimism, change, sunniness, love,"
31415,joy,@msdhoni #dhoni bcoz of is calmness nd match winning  finishers nd a proud #miltirian #dad#husband nd wonderful humanbeing nd his #smile
31416,joy,@msdhoni #dhoni bcoz of is calmness nd match winning  finishers nd a proud #miltirian #dad#husband nd wonderful humanbeing nd his 
31417,joy,#PiersGough on thoroughly lively and imaginative developersâ€”â€œSager have always challenged us to do better and do better.â€ @IslingtonSq
31418,joy,@sophtulig I personally prefer being happy.
31419,joy,Finally have all my braces on and I can't stop smiling ðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜Š
31420,joy,"@OutlanderHome if not filming, @TobiasMenzies smile! please. :)"
31421,joy,"@BeastFireTimdog Same with gaming. Sites leaned PS2 during its heyday, leaned 360 most of last gen. This gen started vitriolic mostly by..."
31422,joy,It's hard to not cheer for team North America since US got taken out.
31423,joy,I wanna go to blithe and read w the goats :((
31424,joy,@URClassless I think that yawning actor died of a drug overdose. #glee
31425,joy,@URClassless I think that yawning actor died of a drug overdose. 
31426,joy,"I want my highlight to be so bright that if I ever get lost and someone is looking for me in the dark, they'll find me."
31427,joy,"If you want others to be #happy, practice #compassion. If you want to be happy, practice compassion.' Dalai Lama"
31428,joy,"@menglishmusic Thank you for the most fantastic evening, it was a brilliant show, you are a truly #sparkling talent, night over too quickly."
31429,joy,"A lot of positives tonight. A clean sheet, Payet got some free kick practice, Zaza looked lively and made a lot of good runs"
31430,joy,"Look at us, smiling in the photographâ™ª You can see the secrets behind the fake smilesâ™ª (*ãƒ»Ï‰ãƒ»*) (Â©FACTã€Œa fact of lifeã€)"
31431,joy,Impractical Jokers...practically genius!!!  @BQQuinn  #good4thesoul #ImpracticalJokers #bingewatching
31432,joy,Impractical Jokers...practically genius!!!  @BQQuinn #laughter #good4thesoul #ImpracticalJokers #bingewatching
31433,joy,#ilofitt is #laughter #happiness #spiritual #mental #physical #pizza. Just kidding about the pizza. Work hard in all facets for a fitlife!
31434,joy,"@Somong_MGMT We need 2 bust up the elites in DC, we need jobs 4 all, we need to clean up the blithe in inner Cities, rebuild housing...cont2"
31435,joy,@PixelMonsterYT @TeamGE0 @IZEDEPTIC @ztumtum @CrimtideTV @LtGrandslam @Slinkercorn Bahahahaha Dean looks hilarious and damn I got fat
31436,joy,Accept the challenges so that you can literally even feel the exhilaration of victory.' -- George S. Patton ðŸ¶
31437,joy,"@SowerAsh007 Great to hear. If there's one thing that makes you feel more like yourself, it;s some hearty chicken noodle soup, right?"
31438,joy,Woah. That overtime was exhilarating! Out of my seat and the hands on mackinnon wow #WCH2016
31439,joy,The irony and hilarity of making Taylor Lautner super cold all the time is not lost on me. God I missed this show ðŸ˜‚#ScreamQueens
31440,joy,Bet pawpaw is having a good time rejoicing up in heaven for his first birthday there!
31441,joy,Watching the NY Phil webcast.  Something missing.  Reminds me of a blithe Journey's End I once saw on Bway.  Might just be the Gershwin.
31442,joy,"This night is sparkling don't you let it go,\nI'm wonder struck,\nBlushing on the way home.'"
31443,joy,Please stop your merriment. It is very annoying
31444,joy,"If you love singing, but don't have time for a weekly choir, come down to #KWOIR at @theartworksuk tomorrow! #Choir  #musiclondon"
31445,joy,"If you love singing, but don't have time for a weekly choir, come down to #KWOIR at @theartworksuk tomorrow! #Choir #glee #musiclondon"
31446,joy,"Be happy not because everything is good, but because you can see the good side of everything "
31447,joy,"Be happy not because everything is good, but because you can see the good side of everything. "
31448,joy,"Be happy not because everything is good, but because you can see the good side of everything. #optimism"
31449,joy,Crossfit houston-la homefolks as for spry proprieties regimes: AJaFUE
31450,joy,I understand now...if it's not pleasing to the ear...then it ain't what you want! I'm so so tired!!
31451,joy,That was a lovely story to actually see Ruth and hubby who won the cashcow @sunriseon7.It was so funny when she left the phone #happy ðŸ˜Š
31452,joy,Inglorious distinguished try auction so the joviality touching back side auction otherwise advance for order about: vAwyZAD
31453,joy,you know it's beauty when the smile is her best curve
31454,joy,Boys of Fall makes me miss cheering on Friday nights much sooooo bad #bulldogslwaysðŸ¾
31455,joy,"@Babylonian I convinced my mom to watch it. Killgrave gave her literal nightmares, but watched last episode four times. #smile"
31456,joy,"@Babylonian I convinced my mom to watch it. Killgrave gave her literal nightmares, but watched last episode four times. "
31457,joy,"@BratzHead happy birthday to the most beautiful cheerful sister ever, llnp ðŸ’•â£ðŸŽ‰"
31458,joy,"@JaredWyand Trump wasn't laughing anyway, his expression never changed, he was smiling because it was a moment of levity, nothing racist!"
31459,joy,@soboleskih Okay this is hilarious
31460,joy,@homoaesthetics YESYESYES like jd is the closest cahracter that is similar to blaine!! the optimism and ability to crack tough characters
31461,joy,ï”¥ï’ï¼- its lit having a class with you!!! Your such a great person and good at cheer!!
31462,joy,"@DayveeSutton BIG thank you for liking my little Pumpkin  :)  She's the smallest of my 4, but is very playful &amp; wakes me up most mornings."
31463,joy,At the end of the day you gotta be #happy for you.
31464,joy,Why would Enrique sub off busquet? #hilarious
31465,joy,Why would Enrique sub off busquet? 
31466,joy,Vincent looking super lively boy... Hattrick perhaps lol
31467,joy,@Nick_Offerman &amp; @MeganOMullally 's #Summerof69 show was raw sexuality and pure #mirth ! Thanks for the belly laughs and butt sex japes!
31468,joy,".@marcorubio mentions his high school-aged daughters, 'should be a joyous occasion' when they go to college, not bring 'fear,' 'trepidation'"
31469,joy,My ukulele bag has fallen apart. ðŸ˜ WELLL AT LEAST my life hasn't yet!! 
31470,joy,My ukulele bag has fallen apart. ðŸ˜ WELLL AT LEAST my life hasn't yet!! #optimism
31471,joy,"Everyday I wake up, a different @SpursOfficial player signs a contract extension! Love it!! #future #is  #COYS"
31472,joy,"Everyday I wake up, a different @SpursOfficial player signs a contract extension! Love it!! #future #is #bright #COYS"
31473,joy,i swear people dont wanna see me happy like they will try to do anything to fuck up what i got going
31474,joy,#MeogysDailyVocabEnhancment Elation: quality or state of being elated; feeling or state of great joy or pride
31475,joy,Accept the challenges so that you can feel the exhilaration of victory. George S. Patton #quote #yeg
31476,joy,Accept the challenges so that you can feel the exhilaration of victory. George S. Patton\n#quote #motivation #entrepreneur
31477,joy,@crazace76 it looks cool and animated well for pixel art !
31478,joy,"Tomorrow, is the FIRST DAY OF ðŸ‚ðŸ‚FALLðŸðŸand I'm elated!!!!!"
31479,joy,#Appreciate what you have &amp; enjoy your life. \nUse your #smile ðŸ˜ƒ to help others use theirs. â˜ºï¸
31480,joy,"@shawnstockman This would be hilarious, if it weren't so frighteningly on point. It's gone from a few bad apples to a national disgrace."
31481,joy,I feel like one of my friends brought this freshmen in my class over to pre game earlier in the year bc she keeps smiling at me
31482,joy,@JMRescue not brilliant lol! Hoping seeing my horse tomorrow will cheer me up ðŸ˜„ #equestrianhour
31483,joy,Happy Birthday shorty. Stay fine stay breezy stay wavy @daviistuart ðŸ˜˜
31484,joy,"@PhilRosenthal Perhaps I've missed it, are you doing another season of IHWPH???\nYou are so joyous and gleeful at the the prospect of eating!"
31485,joy,Having a blast playing games and hearing testimonies at Pastor Jeremy's house #fellowship #food  #praise #gospel #coffey1617
31486,joy,Having a blast playing games and hearing testimonies at Pastor Jeremy's house #fellowship #food #laughter #praise #gospel #coffey1617
31487,joy,"You got some dick recently right, you're happy, you're not sick and you're smiling. Life is good' ðŸ˜­ðŸ˜­ðŸ˜­"
31488,joy,"IÂ’ve learnt that a #smile and good #morning goes a long way, and saying #thankyou goes even further.  #quote #retweet #inspire"
31489,joy,"Better mood today! Bring me #teasing, #flirting, #xdressers, #laughter, and #roleplayers! Also #confessions and #secrets @underdeskloser"
31490,joy,@beingbrilliant @johnmurrays you're welcome. It's genuinely made me give my head a wobble and realise what's important in life. 
31491,joy,@mywrldsbl I can be your wolf if you want. Hihi~ 
31492,joy,@mywrldsbl I can be your wolf if you want. Hihi~ #breezy
31493,joy,#PeopleLikeMeBecause of my razor wit &amp; sparkling personality
31494,joy,"It take so little to make a child's life joyful, why do we work so hard to make their lives hell? @MiddleEastEye Peace"
31495,joy,"After soul searching, I'd like to announce that I've chosen @chrissyteigen &amp; @nicolerichie to be my adopted sisters due to their hilarity"
31496,joy,i animated a little thing i might post it tomorrow since itll be a Good Thursday.. nice...
31497,joy,"@KillerInASuit - now getting banned but will still lurk in corners and underneath the bed and sofa, much to Eyepatch's delight. Why is she -"
31498,joy,@ErinAndrews I â¤ï¸you on DWTS You make my night every show! ðŸ˜˜ #hilarious
31499,joy,@ErinAndrews I â¤ï¸you on DWTS You make my night every show! ðŸ˜˜ 
31500,joy,"Latest on new optimism on keeping #Raiders in #Oakland, live right now on @KCBSNews: @NFL meets here w/Lott &amp; Schaaf to talk new stadium"
31501,joy,Epicurus~ The man least dependent upon the morrow goes to meet the morrow most cheerfully.
31502,joy,"everyone hates twice, and i kinda did too but they got bops i'm bumping rn to cheer up"
31503,joy,"The bits that were cooked actual tasted ... no, ok, the cooked AND raw bits tasted awful. 5/5 hilarity, 1/5 taste, 0/5 safe to ingest"
31504,joy,@gothictana im a delight
31505,joy,Get there deviant differently enigmatic bellboy in passage to correct thy ring up jaunty: IWLDpe
31506,joy,"@nadyaginsburg Thank-you for unfailingly bringing so much joy into my life, you incredibly talented maker of mirth."
31507,joy,Try to find the good in the negative. The negative can turn out to be good.\n#anxietyrelief #optimism #openminded
